ID(Identifiant);Full Name;gender;Age;EMAIL;Address;ZIPCODE;TELEPHONE;S1;S2;S3;S4
0263e8b925d550ed9ddf7bdf02b722bd;26ca3d103f755a91e13e719832617354;female;25;dde543293fa81c6a66e4b69be45bf300ecc9525135f7418d2d14a32ea4a90cff;56fbdaf2b01f2837ee690a68bbe670d60493370c26be491ed87f204f69a2495a5e8a7893b407856e0f9549a7251a32a8;90642;0e52ade3340de320642f529289ab4caf;8;10;11;11
4def58778673caed5cf2646c9bb65e6a;a49da06fcc82cb049446bbd612687f6c;female;21;2b35516dfa5c44f1b5bced515210f23c08c53076f64331ada331ea3cbe43b416;030d489d7e030ab8354f6e7fd862e50ffef714dcb6a70ed1a15d89fa07f61ef2399f0d4d042fd3c4df6bd10630b11bc9;19857;7953f43b7b09726b47b982cd79dc37ed;16;7;20;7
4df8406ac0e1bd0ba56c851940244c57;5f4c5c37fc57cb080b539cb3ee942f5f;female;26;cee3b5ed5d835886aae4ce8e2b285fb6f95c4683728e4ecb3ba1c0fd15d8ef80;1d5967ce8913725ed31fca771abab88395c8e5b299e6b11ca657ccb9cc4a8b1c832d0d3c9ad3880b6fa4c60b2847647c;69983;caa48fce05bbad1516394d54af6bc295;17;20;15;19
96af85b2bb3d1c1079381f4ef057aa89;b1dd4b019ec2e6efa4a3008245a3ba9c;male;28;aa265ad53ea5598123a54c8e85e4e76f31f9200afc2b77763d3c1ba11c97ed30;34b2f4c72fbeb8da767f37a8adfcd6b4f08bc8876ba4bce6ee23e08519957c86b5411fd185906d9084492ed85d144054;97250;0ce075345c3505d8915f668baeb9d0c6;12;14;17;13
d821a90a71dda4fdaa7525dd1b160827;d433cbdbadb799fc88ec90dce3f2d4b4;male;26;f8ad0703fec2d16686ce4e98635694035b47973bd8091aa6a9bbb5d6f861a7e0;4667c80dc85de65ced6acc7e38c8667438998ce6a2425bb89eeab4f86df12fdfc5c34f782b8fc7e71245767a404ce3ff;11846;101b9c4e24ac321d5cce980e4abdadb3;7;9;11;13
9545b670011d274f25a4e0d5b8cb8cf7;6830c41d6d2f910061f35e3bfa12f8db;male;25;6584067a78b2ae1a371c8663eb049f9d3bb2bd00b798254a5b6d7792345cf87c;f1e7619634d63fe29f2cdb5bbeefbc68fc481dd69029619f9e0280c7eb9957790fd0fa26ec9ab440175d8981d77126b2;67891;632413771db46be35ecdcf7a470b7613;10;15;7;8
bf6c72fb27729e97d0b4cdcda07e4646;04fd13b49162d842aeaf5e6122ed6be3b789e9e5e847d016d828004a9cfe7f49;male;19;1c1eef541fbe51255fb5014cb786d1ad5ad71e7c6cc56625b9a575078c8316fd;617bb1a769b578a01876b6261f01caa31ad0f7666cd025385d2bbce5149b51389fab3acbc8add5f54c685bd2d5a2cca0;90090;403a2d0ccbdb72318ce9f5c284a0edc1;7;17;12;13
4c7808e420dbe8ffb4deb505901ab64e;5ab5610c2de102942e64b28db5c2d016;female;28;6f5f1e62512d0c498d4513eb6a75b6b6a626945be5d0c68f9ce0ceb866828562;2a5c21c6a87554bb4fced804fc6672c28a335bf37ac8037a7eb3734b7f73e489bdf106b3c38cee46a15969fc6732064b;14452;f5aea6651daaafd01c70c97ad5385cd3;16;17;8;13
eaaaa2950cc0dd9186499b4ac24f8714;675cbf7cd22f19597e4c7f3ae72189a0;male;24;6f0232cbff48ec3110f132f2766d6bb448ed8a15389df0e0579166d4bffa9f1b;316ed7ecbe03b9b8a6a525e52764d2fa936e75b7989b865cc0ad5768d2686f064ac06329ac86ce3b238cb9ad944a5220;94504;c7e3b99a396a69083c915f3a28061e81;14;12;17;8
635231cb85aa3593c29adc60be32d577;0bd01620f4b2435fa5a936eb9372a1bf;male;21;7b1aeb0433a0aec96665ffe6d8a0d745f08a7e693700852158b3b8d8770dd2a5;d5852b488b253c7378b3ad277f7d1f658e512a9cf5c8e746b8c2daa28d45b12a3683ee143dea7862df58c4a620ad11e8;19362;d95de3ebaee44917e34f002da9b70a17;8;18;15;11
880af0cf0a6762a64a5ab2c7f02e4b12;1be146ec25460af65e97b742a4f5126e;male;23;76ffe4a3c839d71c10ddadf9176d5bd6079f48b07b2502cf4dfcbf33ea393974;d49adfecc7ade0d0e9424a764b731b33469a4dc79c07a017f235276ae97b2ec7b353fca0e9998a9f7636d4f3e378ced37375b06bcd8104f83e20afc466a9affd;42781;a4d846a5d3fdd033449bad4e5f15b08a;18;15;7;12
ed19130f1d6d8646b43c69700c461c00;0ac9e317afd164c221950d9589f57eef;male;21;66b806d12abc1f2c3786119675a876123196923d0e8ca9353a65eaf4b9acd26d;52aca61d7cd7f308a22ae792fcf9ec2cebf1f714aaee77fef6acb48c0c848cc29da4c2ea259e03f0f60ea13b8989a24308f844aaa134509cb694e635bfbac9c8;88000;f2bcb5f528f568254efc596049c37f6d;12;17;19;12
8d0fe01ab75a9dc7e97282beac84a54c;9a49510a9b92ebf739ffd8778d6eb646;male;24;0c0ae91247a60d8692d2251ef3d0d4341c0c600d1bbfa78b277114b4f33d45e4;40cdccb11d15e587ce1b1b321e7866d89e935af96debde7508d437d6f525d578;24836;37543f218d4debc2c9980b527e70c711;20;15;10;14
8b036d78e462756021b3f83390daea28;df10e3663574525ff0a453347b8d61fb;female;21;ddac49d64c006f1843e37117226c9c92bc601fec2756af3e02b436df54684bc1;2afbf0d7b1e0bc6cfb9a7ce25016101e34a333422e355cfb367ea4752aac8087dc76a55a9fa7efcb17364ac199abed3f;47696;efd957a843c30e492c26324ebee25308;14;18;20;12
5336f09cd6df599bb6bdab4ba2015af9;4ae93111b12fe3a7b2271ecc80a0778a;male;27;80adc917bb469784b3c71efe760e49fafc933fe7722d910046bc7bbfc715d69c;234b928322b06ddcce7b696441cebddd015eebd59a5fd5049bc1ada3d6fe7cf60c80b9745a08c42e85bff6c80e867986;66607;2039d237e5debdb638d50fca44daaf35;15;19;7;17
5747eb5c3a2fa700338fc283d55b0eda;f8be3957c32b2043844a397999490eaa;female;19;d9fb494b9f6072644f8b02653c070feefd149f12ce01836176fa9827f877e2cd;eb9f1a80d198ea57117abf80af7fb1666aafe2a1235b2a533806e1e8391f101b1db1211dd2812f1104be85a279757264;4739;5e0029f5778a595401f280e227e7298c;19;14;7;19
d9f634fbe28b49df15e71af7fdbce215;5873d9189f9f7183ca1c1e1738328011;female;27;896678274ca654628d2c057c480b85514d85a1fccef48efcee7c6d58c7e38074;a9c7dad7439bccffc1f8d71893843fb6c48f588e89a7f8297b690bce0be77ab845b6a8ce11bbde2939c924343dcaac6c;53262;a232ab303d36efb736fedf518d15c28e;9;18;9;7
337850e6ca55d60262803dacb718be23;f38aa3267ee28f2e92d8084fc6593e64;female;23;b067397b8103922102d164e02f1c4f25814c9193fe89b842a45a0683522a4887;172101e0d814507041a4e54df8126a8c17b6764e43d5be29a3d1b0712450fedb9c08843799f248fc92247454e7c6737e0b86f97fdd4dfb87335630e083421561;99630;ddde56ac4ca0d738bfdd72891f67bfbb;12;10;12;18
92441721bece6ad58164691e1100b937;a930e6b14ef59098f78b73e7d052668f;male;19;9138ff46c2b090c933868e9164a317254395d128dcf015767506bf2749359f34;8dd3c08e1fc5ec54995bdc06b4c15fa9f7c24156be1c3b377b47ddb6df8d73f558a1a41539a4e37162d49caf10bafb96;64628;e37aaeb0ec3f986d420c80b7947cd196;11;10;18;9
8f1d434f13c1e47c1b801742087d31b9;631886ff87fc4d54b2960882ce73b1ee;female;22;c7955c005bce39e29b6105eee3a7b34f5fa764f224702b1260f7354dac7aee6e;201f7e99ac27e0a842475fe04ce27cdb47a73b1f3e73567da6605a23b9fe2dc8;11027;1e2c12e8284ada97f5799b06e4579f68;8;17;16;16
0012a42ee545ca9ebe4a45734e3bf33b;0217fcb638d59dc678b3f6967708c1f3;female;19;3e5c5a92347416c51ac92a9d56e0aaf7928d3fff52a7dba5b6be778a20347db5;408b8d8d6cfe48f56023715b510248a3f14276482b8a26f2cb1395508e3c7d534a55fd41a051c3a55ae81acaf511bf2b;2037;68df071abb5b92751bd164069911474b;16;11;13;11
74013cf4e3fdbe5f1ed5a3ab62e1e98e;f34e864d2e2a3e5144017a85092f6783;female;24;92d24fd43675687c0b962913f62c7ead6ec7e4698144efe923e642bb150ef51e;5468ed463889fd0113da62a3d6873edd4183ec7f737d978399f2ab565bf62f30;57286;7ba9354d1f07f435f07d5e62190a12a4;15;8;11;10
de92db6ace38645916427187795058a9;2ba52e4557711bd7bdb1b36f44e4e4c6;female;26;8939305841c76f447aa70c681959f0bce2e5021779729cea32e0a23403cfe887;d64418610f483ae033df4acedce4faceec07a47946d569b00382d13f845d000308445b37f70936293df4009096ffc574;19046;2071f97d81160c4df521020bf40f623b;9;7;10;10
2b18a6187de7ca137d913449fc2db6c7;34e1fced1285863c10f9dcd4e4e7a086;female;23;bc47dc659369048f6f3f582dde5b65ef32efb554d48c01ca1f9d4c7740e4ec57;ab5e08c7d8035bda148db2c0cedc763d8cb2cedd83a4cca5354345ddaa8099215f5d6b0f72af45626e03b9d897eb3a5b;12320;28fc952da35559f68e1b5d7483d619b8;7;19;18;19
a9ba8d61822ca60b67b98233d9e3b655;1212d07749aa91fae63f35abfb5668ae;female;20;208bcc00373ff230e3995da1e00e562144009e29c63e41f6366567e9e8857b71;ecfe09b3d77bf7dd7da5c642c24cdc679c7a7b9527229084a4de8cb34e2c3dcd26e70450bb547315be0fd4eee58d9273;40631;4cddbb478d509f5f5d2d58469ca90628;19;9;7;10
b31c89c5b86e01b5f6da2b3674bfd6a1;ff37f425ae47cfe29921ba3b963ad190;female;24;c6505ab9691f11b5fb94dc94e0d909cedff37942f60a02a8da312880328c3fd1;343ed2029487681d4d88237563c7ce728c50c9a694e1271687ec754c1568e3ecc8084e57ea232eb7647419b0f54ecaec;87019;8cd1620a6aef20fc32287d367f255bbe;7;18;15;15
d6467716e07698d9874b65f91bad98a3;955b0df001f3938f44af502974c1f68d;male;22;0298a50b675ef8713ba5999ab74c87c2d2e9e9a3314c4ab8e69db12119d52c17;b73f4587ea522a460b3a00939a0a175fef9cbb4873513864f8819b386107c4da2a3ea018d73fa29b05bf6f0b7392dc38;88022;f344c4b7266a5ee190d64a92077c2c86;15;7;13;11
e654bdaba63a56f10c8028fa550c99b1;56aa6db27c9ad13421e5410ef2e7c6ad;female;24;3ff45baace8fad58fff4d599f3d2d69d4625bf1bcdc49bcba63d8d37b1d5bc3b;4f86a2df681b4c8e7e6c46f713ba6eb2312730da8ac6167c28da29bdbbe6a817127e952b187f5304d3513d7764895833;4767;6a59b98c51262d4d9259cb81af944596;9;16;19;19
cb41f4ba9d00be9bd2ce1065de15a785;2aea48a6d034be6a59c42d404c4e2fe2;male;24;6fe3a1a3a9f6c98465e8aeb51d6f133b236d6307e0086f50b538a7d827f37854;d63d149b5702eda5c38cfad25fce1db945590c72e79be1a94d9bb22163b3d889a4b51e15e4955c832f7ea368f9695049;39446;e115f68486688738caafea5dd38d37bc;20;19;8;12
c7ec37ddea44195774f7b689861dbc27;69189643cb9ca71f1c2ca2597686e0e9;male;24;522e98a3f0481582c5ad69f9f4ddcc14c66217567cc78ca5901af13492e4f4e5;e80e26df7bfbc3c1f8bb832eb4e3a62fd03b7df621e546b52bafc55c4777a11d5c7a78c538c6d188ce53ac79d3d0eb3dbfc82e190edc55d92cefa37ae96631e5;66962;2d29d30a01cda3245b8b400bbf999558;8;9;8;11
50658c6f1002824db5fa09c4eb6c5a56;7623680ca25c8a2b098e7f03ec7a056e;male;22;20e576e6f65188ac531a78d03d5d19ac9c0253a8818e22069a62dd16ace5d7a0;7be567ce9004fcb1c8086c5544ac09675af0a76905c494fffc8ab427cd1158dc9a4b223d814bfcd130003072c7edd762;10485;7afe9e9f8f48250794cbae0a9d056415;16;19;14;13
c7313fe4bf966d12503cf0da8e45cccb;fa3aab4687b5f81d01f9e64ccd2086a4;female;21;3f50389e5504cf00f0209f66b91becfc85d00bc356322abde455436ddcb41926;46975971085e7fc517987fbfa4d8641686895ea5f35dd4916f21f3739aa4b60fb900916370ff525e99a07cb3d081cc7d;80473;50bdfc9b94b229203c3755f7dbd223f3;17;9;9;15
b0e16cd7f2a0e20e82379d92551ec7cf;289a12feb86b45ee2a50ceaa3e4b9c7e0c3f530fb588c07b633588a228f52b34;male;20;2ed108ef41d10875743cc6a49ce781a92fb9b48f3521a67e78f13059f0f83a79;d0b549e9148012e4af3c7c6224d1a6895ff3c51a3d2aefbd15bbb05014c7eb7d5a7b013bd454bc43ead2f427110c6598;60300;be96a20f9fed2528d4c85ff168f246b1;10;10;13;10
7e726b389f94e3e65b15b19ce398f309;2e1a38cbef03f8ff95ed3ce33493a482db0ac7ec910a00325c110d04465ff101;male;24;e3de2fabb5d7f2409fb0325c5755bfee21402dcdd3bab272b73b9b30a932c661;127332145dc460bdc372645cd3b4e1686778db8f1b010d9680c45131fc89e038;30135;91552253d556c104199f1945e20f2f17;20;19;19;16
37ef92b5bda93c892d57075c860ad270;cdb0067c4fc59b4eafa69e1e3f4f6260;female;27;ab6bbb7037d6b577d703573228d229dc1fbb8a0286783e171e965a21e7770fb1;7adfa426887f3fe566cfc9f643fe55c5414930ff46447a2e32a839f04497c8907c3de3cd0b81687c839a9de378f65383;85426;9e8ea6951ad5a6ff770a41546399d89a;16;7;14;13
f27a0a46176cf8421e6c320117b4eadc;27f5cd975a34aa5e7f7a792575a17be9;male;28;24804c111116f5c525c9b9ede0017aaf4fcd43d8ddef68d716db22f551bbc54c;b0df7675a8e9c165bac67eff3ecf4e832e656c27252210e79add6e4a20e0e969d6a60aa4d3cb141b4f37d19f9f349182;1043;eca7fd266604a331c137ec2cfbe71043;13;7;7;15
d3bb705a97fd5e0f3b81b1543b475b1f;a5eb104c6eebfeb98826b5b52a479877c658be89268f22a5368da22fef5fbfc4;male;20;002cae6ba8efeae27c5a339f817e872b99bb30ae0367bd4845acc731ce713069;67eff23367b7f1ac9baa92410e55a3a3d3d796cc48681237dd8c497e2d750a572046cc7cef6acfacc13813589e18be99;98106;49142307f0da51ff154518de6c78e885;14;9;9;12
cf6db8ad1ea1ddc72d57a833ba255e7e;551b33417b4cd2f92c093146e5131968;female;24;0f09aaf5838476d29ddbdf4661226dea0134af9e25e597a6dcda57f09645fe9a;6c19aab8c97359ebc32e2c3218f172813ec77f48471283794d35710813ad9fb50180285967e09996235d108db8828a47eda437f9dc5f0816ed4a01889257606d;75034;e9ade785b104306608aa5f85de3828d3;18;9;20;19
163b149b9c29b3f30e205733a8db466d;6c32ab38ba7cab09c7346dcab62ef5db66310e414d18872dccc3424033bb96f2;male;25;b6c56f4fc7c6f45ee0fb67d6aac9d77eac0ddf117f1af1d6f2a9a9a159b2c870;8d0e89c6cd4f9d365503740964133bc7742fc00f9340e920efc036cc958f5c29bf7a1dafb664cd12caa323556819ed74;90410;ae38454d09488723c9d1b142ed8f8e63;11;13;13;11
13ee27a8ac429caba509c1945ef334ab;d1f4729316ebdb72378f5a8b1708c569ea93b0518f9d567b628580e7b8805bb1;male;21;a450048358ded17b4e3632f303ac6f3a624a922b2e21bbb5bffa47eb1dbac3f2;1903f6fe2f2adcdd66b6cba8fbd3693a0fc2eb07b6f265c3f3f649d41fab0ac6266c4710e394d8805a88196cd9de6447;65582;d7e79025c3a04328f5c18b07809f6ff9;10;13;15;13
174c7253b8796491430450a253dd7a90;a0bfd381b21a8a8b055a9a5dbddaf93a;female;22;ece7b4106cd9d50db5240825785ee376481c15695fa2976fcea7c2f41376d8ef;233feb53d495e5269f9f869247e0cc39f893d63baac56e8dd2904cd8b54d01d765e79c34713fcc5800be0abb8c2234394cb4ce3ed5aac9be2a88d0162b07adb6;76557;e2b6c1c245e5dc8c87b692899877558d;13;8;20;8
eab3e59264090f6570c2ff4693421974;72e1d997d89f63fed15a3301d4bfaea297326b8d4e6157601434aed6b5342a84;female;23;e3ac0c60811b981ea7258c85f85a2dbdd6d2c88eabaab384fe6e52a6bbc31e0c;aa62a6169cf74008bbf0c2c612b7fe4f6345688b5aeff2e14bc885ac1a98209d37084bdbd13f347d503eeb30651328d7;13560;b0ab1a1d71852b86a6a0c078ac35a8e0;9;19;18;18
3ce81cb587882777f406bc8f551d5667;9099b776a3d679a49cc94298a13b7c6c;female;19;0e7553dbf8157cccc9c8b6969933e4994934c73010f1479b0c77c52dd6151d4d;0bfb0edbcfee804af155f9772add65c02f5c2a546b3a09e9130feb80af133ef3a90734c05d748c83cfd99eb1ad0e90001cb9b8d7d0507f2d7c79023e794dcd55;3157;47c3b62a54087831136a5003572c62ff;12;18;11;14
f93f7f8c48c0ba31918a731cff419e4f;070dcf76aaf07212c81036b6f06cea8d;male;27;57572c6e8f8f7d35848e008b53f54676d1ff2f27a7883fc99af6ef2bec58be90;6e2179e6fb5e8ef549fd6776ad7bbeb764b2ec1f6746f3fd0c81e8ac7705c5e301b707ae3e70ad5cb52e42603a2cc6b9e5a7d89356e5e710a5424b3ae855ba49;1173;a781d838d34a5ef19e3b43d5a230ff0f;17;9;16;16
c4d91cfb78e9ca7a0ec6191820370397;49962027720393e618b9c62168cc3913;female;21;a5a36d97b9547af2126279ee4f2e3bd5a91d10accf305425c7ee561b5340f307;5cf725c53b1aa188eafde60f6bae8f4e5624465193e6d764766caad0f7dbe6baa9e7e94f5082ffbd83b69ca06d65dbc4;17805;ebd7daa454e9f7be41bf8bce68099f48;10;16;17;8
d23b73cd60a4d13d2695550605918bea;e8148c5f9a0a5d69276e9ad21b4c6720;female;21;91bacd9af2bdba4b08d7c9fb30917b1567ba32d15753f97d92ccbf930bdcd120;684e898273d57b58e11cb41abababeea86cafb3c42d5326ae5b69f85230154e19d970ca4e1e396112ffb932e0dea1657;76527;dae02155c88a332af6bc3a8e656d27af;15;20;15;17
590eb9b7ade101c767bca8eee26394b2;d1b5787348caa9bfb570273802b08edf;female;19;c63366c4de4886c11ed1bf552cd3c72b726d7036b146c1551dd1fc60a1fa4bd5;344039ffb474a28e72d8cb2b94bf27d440e0d261e62db62352609167c4987e8e606b55477abce3b5599113223283bd0a;7666;7d0f7e1ee94892bf935173b4f0bd8a79;16;8;17;15
9967e5a4efede4236e74e12cf719481f;52fd245acee1d1025fcbe2b29cd9b581;female;28;e38522077edc6f39de8183611402beabc33c16004a3313005aa33e29fd789af3;b77bb2251118a6377ad93bde1c29812824c1421c2fb7263c432e57168165810ef9739309c7ebfc0c300935dcaf4f2b7e;12547;40aae80a003850da3fae5047811f56ad;8;19;16;17
f96865be7d66202942fc9835db879605;38f01d599fd87bea39c32450994dcf95ce2658bbe946e7f72f000c33d2d5e6e8;male;26;3e245934f175390cd5beea44f77fdd25117883223ec6114e2a2c0c66b1d86ce2;8e1f914837b12e757b59c8e04fbaf855bc4f8f270545de99c8e98a130f14d64d0fbece50e41b26a178078ba88e86ab47;55650;8f1c127e00cfd50f94ecb4f126071e45;18;14;20;12
fd701d61c7cec4d23aa305a0ee8952fa;32d9fc8d675e539b50e07cc3aaa7cfc4;male;27;f95a2b7b96c59f20db58334ee5dd10e480c615c3675f4b00a7b99849f6bdf12f;5971454ac7f7fd7bf0c0e3a6d4e8e5510ee8c89929c86cd4a1135791c8bdb30f7f9c2f3f2797470eaaf01d22773ba307;77116;fd1c6771e4f1b4a9cea972a8293bb924;9;8;7;20
8a070553057df1f79e5072a6c7a54e78;9dbbbbe4c3b94dace7d1d8b9ec3eff1a;male;27;71967b91b3652d604a43ef36bfa8bd0f58bce594cdeffd6da788704455498245;a53394b4580d3696bca16596e8a3cd6ff9d2438224e7c27e705ebaa0f83f8d966ced91fff19b37a6ced1fdb981cb1de4;2241;2ccd5c88d5f1b70433743d0a14d5496f;11;17;12;10
c3e599e6d6601cc307eccab89093eaba;9e81c5ea39cc44979d59a53427d2b6455a7d201e2009740f480affac9e197be5;female;22;a5680b53166eddeb095a92eb8da196e7564ace4da3d66a3bfa26da721dc9adb8;9f81974c4a36d3b23a13edab8e1ca7d405c32172c3ce83b898fd0cb6058b7499c719c12e985484e4f569b7bbd0787b87;93978;77a56e7e571318ea3ea0ad24c4300c8e;12;9;11;11
240a5b205fa2d5aa49ce567bd0028b9b;c708f47f7a500c6d13d66a272fcd38d8;female;19;8fecd801a5c3ef890480f619bbe2bb2a544cceae67374411dfad65674be739dc;28d2627ee72c8215015b5816050feb98f63515bcdabc0d91c293773ac8536c65c2113c54e6db22fee534725f1f165725;97390;cbfb7396fdeda62ebf2857598509d1ff;16;10;11;10
7481a862764e8c6fa8e7a60af84591cd;bb85828fda77febcb7d6a0d6c8b2cd60;male;23;6b4a403e4e72d95ae21555ac8a094c8ae427c6fe9903e2448dffad6b49eadcdf;f4ca600c9f9c096fd28c8313550cc03261c44485fd70187c7915462fab0ad1e57f1f58894bf0fdb3b6915eb094c25738;99761;9fb11c0c599f8872b47e7edac712d937;10;15;15;7
d5b3f14763bc037e546644053d51693c;14e9b14a90ee4b9de1dca393c30309f7;female;27;cdebeb6975227d86552aae5cb3f6fc82ef3087fd943e5dd551d1fd28dc6d788b;ea60fbd2445a9c233d7249bbed740f51f45a75c32bed098c743da8b49a093d6f3621c351fcecf667c829585391e3924e;94950;26fd2a92c102fd1b23a77d34eb53fa38;20;10;8;16
0c6fab62dd4de795a0b0e23c755ff2cb;6bab59db8595f2136153fd5e430da53f;female;28;f152ee0c703cd02c85e7ac6515b3a210bc3fc549cf6904deb6b9c98f3cf68e20;d65349279fb5b6c5a15cc1e71aa67de42fcf3547469384415ea2199a2ff0ae5f1aef0057b395801ddea445c42beaaff0;47237;333d17c1cd30fb5c61bce33579ccd033;11;8;9;12
87b3b64f367921655e7ca450be359eb3;f16eaf171875714b767224f4fe2ebee6;male;25;e213c823884f9cc2b5885bc7fdbb9aeb53b4425a8d5b7a66f1346d15ffbf1695;97e3e95188dc9d8cbaea5d55c7d82d728aab0f9205f5d70bfa0585ec2dd6e9bfe8b74d213c69d7e44a95ecc8af4e7fbb;52889;7e5c55870c27640802b20daab2665f8e;13;12;7;18
d41d1dbd6df9af5ff73e3cd79771bf04;6047eee2cf20c97a8fd816d86b3fd88c0d70ca8d27afb4a704d76eae5462c8ff;male;23;388e3700cae6aa71fe95928702d5d4ec88359bc566f21fe6bafc28cccff8bc03;f9763ceef5114d94cc9ad75d9eba22847e729726bd1968a41151c64531904ae7c44401454b88d8c6080979c3a2e7d1fc;15635;26724b3650d5abbfe5a1119df2dca23a;16;9;10;17
52f8b362510c2fcc4d5fe251a163096c;f380cdaa4474e8df4c47953fd59ff4d0;male;20;c9b6e2d33ad3bf72dce2312c33e7e6c41374e477a8cded0f786cdeebfff68ab3;2854184faa41e49b3b35082e1b0dfca4438e6614490702e80da5dfc75bb7d86f;6862;dfbfe65152fc194ba3e286187aa86b5e;7;12;13;15
f566e66839ab6f8e5e508ff27830221f;46005893b2ee88b8500cdf33054348fb;female;24;84377fdaaac476a22c0b02ccad77fe8138a518cece27f8456e16d05d3c268c30;909dde6d4252b2b73854ab9b6924524a9af6b545602c0adeaaff4611ec8438f831c0ca326f8a46ae15200e33d000b5575119bbe3327fd43d6fb78e51c3161169;18173;d7818f238c6c9a16dc8bd3c479f2c470;17;7;18;10
5315bed4a41deb3e434ee32ad355fcfa;24d85d69f16cba71de8a4594266ac9659ed3d22f9b2f6fff9eabeb83216d13c7;male;19;d52756d64a4bde627c18ba360a20bfe6321d55283db8aa069080f2cc1e8a9924;09916dfdea00016b6435ed72d53a8ace28fa99e2e958b9f0d95224a098229fe4;3163;ea0458123e8fade54b6158958a938232;20;9;16;18
98270f91a8f99454d6872e6db680c901;fd9e86eb639e6f940c3fc7283696138e;male;21;4c8e3b7fae4678985f5b3f52b751571ba453a35f99f63456ca03911052d0374e;877cba895356709d5891e5404a0efa54ee47e24ab3af716800f9acab1786a7d8dead078a36dfe33f0161fe3c91d2f2e52160d22812e59bcc94a03be7c78c1422;43956;0995d3596593ab66673fee5a242dad2a;16;7;7;7
